ExperimentName	Subject	Session	SessionDate	SessionTime	LineNumber	RunningSample	ACC	CRESP	RESP	RT	CurrentObject	ComponentName	CurrentFixationDuration	CursorX	CursorY	RTTime	RTTimeMicro	RTTimeReceived	RTTimeReceivedMicro	SystemTimestamp	HardwareTimestamp	HostTimestamp	SEQD	SEQH	GazePointValidityLeftEye	GazePointPositionDisplayXLeftEye	GazePointPositionDisplayYLeftEye	GazePointValidityRightEye	GazePointPositionDisplayXRightEye	GazePointPositionDisplayYRightEye	GazePointPositionUserXLeftEye	GazePointPositionUserYLeftEye	GazePointPositionUserZLeftEye	GazePointPositionUserXRightEye	GazePointPositionUserYRightEye	GazePointPositionUserZRightEye	GazeOriginValidityLeftEye	GazeOriginPositionUserXLeftEye	GazeOriginPositionUserYLeftEye	GazeOriginPositionUserZLeftEye	GazeOriginValidityRightEye	GazeOriginPositionUserXRightEye	GazeOriginPositionUserYRightEye	GazeOriginPositionUserZRightEye	GazeOriginPositionTrackBoxXLeftEye	GazeOriginPositionTrackBoxYLeftEye	GazeOriginPositionTrackBoxZLeftEye	GazeOriginPositionTrackBoxXRightEye	GazeOriginPositionTrackBoxYRightEye	GazeOriginPositionTrackBoxZRightEye	PupilValidityLeftEye	PupilDiameterLeftEye	PupilValidityRightEye	PupilDiameterRightEye	Image1	Picture	Tekst
PosterExperimentFinal	37	1	02-16-2023	15:34:55	1294	1	0		1	8143	Stimulus	Picture	904	686	910	126489	126489749	126500	126500848	21359635389	21376032911	21359646488	1574	15416	1	0.35670	0.75156	1	0.35837	0.76626	-75.94288	93.73327	23.47431	-75.06828	89.22211	21.83241	1	-38.63850	29.16121	557.22827	1	24.19772	28.82296	558.75275	0.59215	0.44598	0.25352	0.43884	0.44658	0.25503	1	2.63965	1	2.86171	FinalWorkshopInformative.png		
PosterExperimentFinal	37	1	02-16-2023	15:34:55	1295	1	0		1	8143	Stimulus	Picture	908	681	907	126493	126493749	126504	126504848	21359639389	21376036911	21359650488	1575	15417	1	0.35448	0.75624	1	0.35516	0.75551	-77.10005	92.29575	22.95113	-76.74348	92.52129	23.03324	1	-38.63385	29.16248	557.17700	1	24.19988	28.82465	558.74402	0.59215	0.44597	0.25341	0.43883	0.44657	0.25501	1	2.67062	1	2.81894	FinalWorkshopInformative.png		
PosterExperimentFinal	37	1	02-16-2023	15:34:55	1296	1	0		1	8143	Stimulus	Picture	912	688	907	126497	126497748	126508	126508863	21359643389	21376040911	21359654504	1576	15418	1	0.35832	0.76058	1	0.35843	0.75267	-75.09587	90.96451	22.46663	-75.03869	93.39186	23.35005	1	-38.63745	29.16776	557.23694	1	24.20154	28.82655	558.76953	0.59214	0.44596	0.25354	0.43883	0.44657	0.25507	1	2.66692	1	2.82007	FinalWorkshopInformative.png		
PosterExperimentFinal	37	1	02-16-2023	15:34:55	1297	1	0		1	8143	Stimulus	Picture	916	688	918	126501	126501749	126512	126512932	21359647389	21376044911	21359658572	1577	15419	1	0.35948	0.76950	1	0.35760	0.76079	-74.48840	88.22974	21.47127	-75.46888	90.90181	22.44371	1	-38.63859	29.17141	557.23712	1	24.20346	28.82317	558.72644	0.59215	0.44595	0.25354	0.43882	0.44657	0.25498	1	2.72569	1	2.84068	FinalWorkshopInformative.png		
PosterExperimentFinal	37	1	02-16-2023	15:34:55	1298	1	0		1	8143	Stimulus	Picture	920	688	915	126505	126505748	126516	126516890	21359651389	21376048911	21359662531	1578	15420	1	0.36146	0.76229	1	0.35589	0.76348	-73.45714	90.43988	22.27562	-76.36353	90.07619	22.14330	1	-38.63322	29.16870	557.22919	1	24.20536	28.82856	558.74390	0.59214	0.44596	0.25352	0.43882	0.44656	0.25501	1	2.68466	1	2.85651	FinalWorkshopInformative.png		
PosterExperimentFinal	37	1	02-16-2023	15:34:55	1299	1	0		1	8143	Stimulus	Picture	924	686	914	126509	126509748	126520	126520865	21359655389	21376052911	21359666506	1579	15421	1	0.35794	0.76651	1	0.35727	0.75839	-75.29224	89.14629	21.80479	-75.64278	91.63687	22.71126	1	-38.63431	29.17294	557.23767	1	24.20813	28.82775	558.70886	0.59214	0.44595	0.25354	0.43881	0.44656	0.25494	1	2.71109	1	2.83755	FinalWorkshopInformative.png		
PosterExperimentFinal	37	1	02-16-2023	15:34:55	1300	1	0		1	8143	Stimulus	Picture	928	687	919	126513	126513749	126524	126524871	21359659389	21376056911	21359670511	1580	15422	1	0.36124	0.76633	1	0.35542	0.76599	-73.57257	89.20280	21.82538	-76.61079	89.30667	21.86322	1	-38.63405	29.17370	557.21191	1	24.20564	28.82929	558.67450	0.59214	0.44594	0.25349	0.43881	0.44655	0.25486	1	2.69424	1	2.87573	FinalWorkshopInformative.png		
PosterExperimentFinal	37	1	02-16-2023	15:34:55	1301	1	0		1	8143	Stimulus	Picture	932	684	910	126517	126517748	126528	126528869	21359663389	21376060911	21359674510	1581	15423	1	0.35777	0.75998	1	0.35570	0.75820	-75.38141	91.14842	22.53353	-76.46559	91.69589	22.73277	1	-38.63186	29.17336	557.18604	1	24.21185	28.83216	558.68274	0.59214	0.44594	0.25343	0.43880	0.44654	0.25488	1	2.66716	1	2.84546	FinalWorkshopInformative.png		
PosterExperimentFinal	37	1	02-16-2023	15:34:55	1302	1	0		1	8143	Stimulus	Picture	936	686	914	126521	126521749	126532	126532869	21359667389	21376064911	21359678509	1582	15424	1	0.36054	0.76121	1	0.35447	0.76309	-73.93652	90.77219	22.39660	-77.10549	90.19381	22.18607	1	-38.63434	29.18348	557.25531	1	24.21697	28.83441	558.69971	0.59213	0.44593	0.25358	0.43879	0.44654	0.25492	1	2.67928	1	2.84348	FinalWorkshopInformative.png		
PosterExperimentFinal	37	1	02-16-2023	15:34:55	1303	1	0		1	8143	Stimulus	Picture	940	688	918	126525	126525749	126536	126536930	21359671389	21376068911	21359682570	1583	15425	1	0.35847	0.77142	1	0.35824	0.76023	-75.01936	87.64111	21.25695	-75.13523	91.07146	22.50553	1	-38.63402	29.18245	557.19458	1	24.21541	28.83745	558.67346	0.59214	0.44592	0.25345	0.43879	0.44653	0.25486	1	2.70171	1	2.83615	FinalWorkshopInformative.png		
PosterExperimentFinal	37	1	02-16-2023	15:34:55	1304	1	0		1	8143	Stimulus	Picture	944	685	914	126529	126529748	126540	126540434	21359675389	21376072911	21359686075	1584	15426	1	0.35718	0.76894	1	0.35708	0.75585	-75.69328	88.39919	21.53289	-75.74093	92.41640	22.99504	1	-38.63079	29.18105	557.18622	1	24.21703	28.84225	558.69971	0.59214	0.44592	0.25343	0.43879	0.44652	0.25492	1	2.68875	1	2.84682	FinalWorkshopInformative.png		
PosterExperimentFinal	37	1	02-16-2023	15:34:55	1305	1	0		1	8143	Stimulus	Picture	948	679	919	126533	126533748	126544	126544116	21359679389	21376076911	21359689757	1585	15427	1	0.35407	0.76925	1	0.35368	0.76406	-77.31517	88.30634	21.49906	-77.52051	89.89875	22.07865	1	-38.62984	29.18904	557.22107	1	24.21603	28.84219	558.63861	0.59213	0.44591	0.25351	0.43878	0.44651	0.25479	1	2.69537	1	2.85449	FinalWorkshopInformative.png		
PosterExperimentFinal	37	1	02-16-2023	15:34:55	1306	1	0		1	8143	Stimulus	Picture	952	685	914	126537	126537748	126547	126547988	21359683389	21376080911	21359693629	1586	15428	1	0.35629	0.76487	1	0.35810	0.75998	-76.15818	89.65021	21.98822	-75.20933	91.15036	22.53423	1	-38.63213	29.19322	557.22101	1	24.21773	28.84645	558.66492	0.59214	0.44590	0.25351	0.43878	0.44651	0.25485	1	2.68300	1	2.84816	FinalWorkshopInformative.png		
PosterExperimentFinal	37	1	02-16-2023	15:34:55	1307	1	0		1	8143	Stimulus	Picture	956	684	917	126541	126541748	126551	126551848	21359687389	21376084911	21359697489	1587	15429	1	0.35775	0.76626	1	0.35551	0.76321	-75.39329	89.22389	21.83302	-76.56315	90.15784	22.17302	1	-38.63076	29.19019	557.21240	1	24.21989	28.84017	558.65625	0.59213	0.44590	0.25349	0.43877	0.44652	0.25483	1	2.67426	1	2.86049	FinalWorkshopInformative.png		
PosterExperimentFinal	37	1	02-16-2023	15:34:55	1308	1	0		1	8143	Stimulus	Picture	960	686	914	126545	126545749	126555	126555970	21359691389	21376088911	21359701610	1588	15430	1	0.36002	0.76236	1	0.35484	0.76234	-74.20721	90.42080	22.26867	-76.91259	90.42496	22.27021	1	-38.63426	29.19207	557.21228	1	24.21713	28.84240	558.64746	0.59214	0.44590	0.25349	0.43878	0.44651	0.25481	1	2.68405	1	2.87445	FinalWorkshopInformative.png		
PosterExperimentFinal	37	1	02-16-2023	15:34:55	1309	1	0		1	8143	Stimulus	Picture	964	684	921	126549	126549749	126559	126559905	21359695389	21376092911	21359705545	1589	15431	1	0.35580	0.77018	1	0.35691	0.76586	-76.41033	88.02106	21.39530	-75.83296	89.34592	21.87750	1	-38.63377	29.19089	557.16882	1	24.21908	28.84012	558.64758	0.59215	0.44590	0.25340	0.43877	0.44652	0.25481	1	2.69292	1	2.88034	FinalWorkshopInformative.png		
PosterExperimentFinal	37	1	02-16-2023	15:34:55	1310	1	0		1	8143	Stimulus	Picture	968	686	916	126553	126553749	126563	126563913	21359699389	21376096911	21359709553	1590	15432	1	0.35736	0.76731	1	0.35802	0.75974	-75.59540	88.90102	21.71553	-75.25322	91.22232	22.56039	1	-38.63805	29.18613	557.16809	1	24.21915	28.83916	558.64764	0.59216	0.44591	0.25340	0.43877	0.44652	0.25481	1	2.68666	1	2.85927	FinalWorkshopInformative.png		
PosterExperimentFinal	37	1	02-16-2023	15:34:55	1311	1	0		1	8143	Stimulus	Picture	972	683	916	126557	126557749	126567	126567900	21359703389	21376100911	21359713540	1591	15433	1	0.35523	0.76928	1	0.35675	0.75904	-76.70957	88.29521	21.49505	-75.91295	91.43838	22.63908	1	-38.63697	29.18298	557.15967	1	24.21766	28.83943	558.66498	0.59216	0.44591	0.25338	0.43878	0.44652	0.25485	1	2.71085	1	2.87198	FinalWorkshopInformative.png		
PosterExperimentFinal	37	1	02-16-2023	15:34:55	1312	1	0		1	8143	Stimulus	Picture	976	683	919	126561	126561749	126573	126573870	21359707389	21376104911	21359719510	1592	15434	1	0.35947	0.76742	1	0.35265	0.76460	-74.49223	88.86808	21.70349	-78.05482	89.73317	22.01838	1	-38.64045	29.18339	557.20203	1	24.21814	28.83155	558.63904	0.59216	0.44592	0.25347	0.43878	0.44654	0.25479	1	2.68985	1	2.89058	FinalWorkshopInformative.png		
PosterExperimentFinal	37	1	02-16-2023	15:34:55	1313	1	0		1	8143	Stimulus	Picture	980	691	916	126565	126565748	126577	126577746	21359711389	21376108911	21359723387	1593	15435	1	0.36194	0.76446	1	0.35876	0.76239	-73.20578	89.77496	22.03358	-74.86699	90.40964	22.26463	1	-38.64248	29.18059	557.20239	1	24.21410	28.82726	558.62201	0.59216	0.44593	0.25347	0.43878	0.44654	0.25475	1	2.68587	1	2.86037	FinalWorkshopInformative.png		
PosterExperimentFinal	37	1	02-16-2023	15:34:55	1314	1	0		1	8143	Stimulus	Picture	984	685	916	126569	126569748	126581	126581553	21359715389	21376112911	21359727194	1594	15436	1	0.35958	0.77518	1	0.35402	0.75153	-74.43542	86.48727	20.83704	-77.34136	93.74037	23.47690	1	-38.64563	29.17827	557.19244	1	24.21651	28.82917	558.66504	0.59217	0.44593	0.25345	0.43878	0.44655	0.25484	1	2.70493	1	2.87161	FinalWorkshopInformative.png		
PosterExperimentFinal	37	1	02-16-2023	15:34:55	1315	1	0		1	8143	Stimulus	Picture	988	688	913	126573	126573749	126585	126585454	21359719389	21376116911	21359731094	1595	15437	1	0.36072	0.76332	1	0.35621	0.75913	-73.84408	90.12388	22.16063	-76.19946	91.41019	22.62880	1	-38.64660	29.17745	557.18445	1	24.21382	28.82698	558.63940	0.59218	0.44593	0.25343	0.43879	0.44655	0.25479	1	2.70058	1	2.86737	FinalWorkshopInformative.png		
PosterExperimentFinal	37	1	02-16-2023	15:34:55	1316	1	0		1	8143	Stimulus	Picture	992	686	912	126577	126577749	126589	126589307	21359723389	21376120911	21359734947	1596	15438	1	0.35915	0.76524	1	0.35632	0.75537	-74.66203	89.53639	21.94677	-76.14142	92.56499	23.04910	1	-38.65310	29.18009	557.21844	1	24.21383	28.82522	558.63934	0.59219	0.44593	0.25351	0.43879	0.44655	0.25479	1	2.69614	1	2.86943	FinalWorkshopInformative.png		
PosterExperimentFinal	37	1	02-16-2023	15:34:55	1317	1	0		1	8143	Stimulus	Picture	996	695	917	126581	126581749	126593	126593225	21359727389	21376124911	21359738865	1597	15439	1	0.36430	0.77049	1	0.36022	0.75822	-71.97215	87.92624	21.36073	-74.10064	91.68937	22.73044	1	-38.64809	29.17439	557.10614	1	24.20930	28.82531	558.64825	0.59220	0.44593	0.25326	0.43880	0.44655	0.25481	1	2.69305	1	2.87389	FinalWorkshopInformative.png		
PosterExperimentFinal	37	1	02-16-2023	15:34:55	1318	1	0		1	8143	Stimulus	Picture	1000	686	917	126585	126585748	126596	126596974	21359731389	21376128911	21359742615	1598	15440	1	0.35916	0.77076	1	0.35637	0.75891	-74.65422	87.84158	21.32997	-76.11520	91.47825	22.65355	1	-38.65698	29.17573	557.14850	1	24.21153	28.82933	558.64807	0.59221	0.44593	0.25335	0.43879	0.44654	0.25481	1	2.70430	1	2.87430	FinalWorkshopInformative.png		
PosterExperimentFinal	37	1	02-16-2023	15:34:55	1319	1	0		1	8143	Stimulus	Picture	1004	689	924	126589	126589748	126602	126602328	21359735389	21376132911	21359747969	1599	15441	1	0.36043	0.77707	1	0.35795	0.76359	-73.99456	85.90527	20.62515	-75.29038	90.04107	22.13045	1	-38.65708	29.18235	557.16608	1	24.21051	28.82921	558.64807	0.59221	0.44592	0.25339	0.43880	0.44654	0.25481	1	2.71452	1	2.88229	FinalWorkshopInformative.png		
PosterExperimentFinal	37	1	02-16-2023	15:34:55	1320	1	0		1	8143	Stimulus	Picture	1008	686	910	126593	126593751	126606	126606202	21359739391	21376136913	21359751842	1600	15442	1	0.36158	0.76240	1	0.35384	0.75567	-73.39270	90.40752	22.26384	-77.43276	92.47042	23.01465	1	-38.65833	29.18139	557.18311	1	24.20883	28.82837	558.62238	0.59221	0.44592	0.25343	0.43880	0.44654	0.25475	1	2.69633	1	2.87029	FinalWorkshopInformative.png		
PosterExperimentFinal	37	1	02-16-2023	15:34:55	1321	1	0		1	8143	Stimulus	Picture	1012	690	919	126597	126597750	126610	126610031	21359743391	21376140913	21359755672	1601	15443	1	0.36043	0.77259	1	0.35832	0.75949	-73.99216	87.28040	21.12568	-75.09460	91.30017	22.58875	1	-38.65890	29.17776	557.13135	1	24.20916	28.82875	558.65698	0.59222	0.44592	0.25332	0.43880	0.44655	0.25483	1	2.68748	1	2.87831	FinalWorkshopInformative.png		
PosterExperimentFinal	37	1	02-16-2023	15:34:55	1322	1	0		1	8143	Stimulus	Picture	1016	685	914	126601	126601750	126613	126613845	21359747391	21376144913	21359759486	1602	15444	1	0.36023	0.76590	1	0.35373	0.75886	-74.09792	89.33212	21.87245	-77.49432	91.49368	22.65921	1	-38.66694	29.18246	557.20801	1	24.20733	28.82979	558.69153	0.59222	0.44592	0.25349	0.43881	0.44655	0.25490	1	2.70518	1	2.87833	FinalWorkshopInformative.png		
PosterExperimentFinal	37	1	02-16-2023	15:34:55	1323	1	0		1	8143	Stimulus	Picture	1020	686	912	126605	126605751	126617	126617701	21359751391	21376148913	21359763341	1603	15445	1	0.35963	0.75990	1	0.35525	0.76142	-74.40994	91.17526	22.54325	-76.69794	90.70892	22.37354	1	-38.66238	29.17920	557.16541	1	24.20995	28.82775	558.67377	0.59222	0.44592	0.25339	0.43880	0.44655	0.25486	1	2.69884	1	2.88354	FinalWorkshopInformative.png		
PosterExperimentFinal	37	1	02-16-2023	15:34:55	1324	1	0		1	8143	Stimulus	Picture	1024	689	914	126609	126609751	126621	126621550	21359755391	21376152913	21359767190	1604	15446	1	0.36349	0.76611	1	0.35474	0.75758	-72.39544	89.26822	21.84918	-76.96371	91.88613	22.80205	1	-38.66545	29.17514	557.16498	1	24.20578	28.82660	558.65723	0.59223	0.44593	0.25339	0.43881	0.44655	0.25483	1	2.71704	1	2.89572	FinalWorkshopInformative.png		
PosterExperimentFinal	37	1	02-16-2023	15:34:55	1325	1	0		1	8143	Stimulus	Picture	1028	689	916	126613	126613751	126625	126625304	21359759391	21376156913	21359770944	1605	15447	1	0.36341	0.76765	1	0.35438	0.75983	-72.43719	88.79641	21.67749	-77.15440	91.19628	22.55096	1	-38.66765	29.17396	557.15607	1	24.20786	28.82722	558.67389	0.59223	0.44593	0.25337	0.43881	0.44655	0.25486	1	2.70370	1	2.89206	FinalWorkshopInformative.png		
PosterExperimentFinal	37	1	02-16-2023	15:34:55	1326	1	0		1	8143	Stimulus	Picture	1032	690	913	126617	126617750	126629	126629077	21359763391	21376160913	21359774718	1606	15448	1	0.36040	0.76208	1	0.35837	0.76011	-74.01112	90.50472	22.29919	-75.06767	91.10915	22.51924	1	-38.66633	29.16853	557.13025	1	24.20418	28.82304	558.63116	0.59224	0.44594	0.25332	0.43881	0.44656	0.25477	1	2.71208	1	2.90294	FinalWorkshopInformative.png		
PosterExperimentFinal	37	1	02-16-2023	15:34:55	1327	1	0		1	8143	Stimulus	Picture	1036	687	914	126621	126621750	126632	126632999	21359767391	21376164913	21359778640	1607	15449	1	0.35971	0.76687	1	0.35647	0.75675	-74.37078	89.03554	21.76451	-76.06034	92.14081	22.89470	1	-38.66753	29.16699	557.12183	1	24.20694	28.82308	558.65698	0.59224	0.44595	0.25330	0.43881	0.44656	0.25483	1	2.71567	1	2.88722	FinalWorkshopInformative.png		
PosterExperimentFinal	37	1	02-16-2023	15:34:55	1328	1	0		1	8143	Stimulus	Picture	1040	689	914	126625	126625750	126636	126636864	21359771391	21376168913	21359782505	1608	15450	1	0.36129	0.76539	1	0.35681	0.75908	-73.54237	89.48957	21.92978	-75.88612	91.42411	22.63392	1	-38.67628	29.17045	557.18091	1	24.20483	28.82519	558.65637	0.59225	0.44595	0.25343	0.43881	0.44655	0.25482	1	2.71712	1	2.89404	FinalWorkshopInformative.png		
PosterExperimentFinal	37	1	02-16-2023	15:34:55	1329	1	0		1	8143	Stimulus	Picture	1044	688	910	126629	126629751	126640	126640848	21359775391	21376172913	21359786488	1609	15451	1	0.35808	0.76301	1	0.35942	0.75406	-75.21896	90.22050	22.19578	-74.51839	92.96539	23.19489	1	-38.67603	29.16122	557.15509	1	24.20290	28.82208	558.64856	0.59226	0.44596	0.25337	0.43881	0.44656	0.25481	1	2.70683	1	2.87727	FinalWorkshopInformative.png		
PosterExperimentFinal	37	1	02-16-2023	15:34:55	1330	1	0		1	8143	Stimulus	Picture	1048	686	916	126633	126633751	126644	126644849	21359779391	21376176913	21359790489	1610	15452	1	0.35886	0.76611	1	0.35583	0.76072	-74.81267	89.27005	21.84979	-76.39786	90.92245	22.45127	1	-38.68163	29.16300	557.18036	1	24.20194	28.82187	558.63959	0.59226	0.44596	0.25343	0.43882	0.44656	0.25479	1	2.71915	1	2.91905	FinalWorkshopInformative.png		
PosterExperimentFinal	37	1	02-16-2023	15:34:55	1331	1	0		1	8143	Stimulus	Picture	1052	691	917	126637	126637751	126648	126648850	21359783391	21376180913	21359794490	1611	15453	1	0.36268	0.76819	1	0.35721	0.76080	-72.81997	88.63108	21.61727	-75.67345	90.89725	22.44213	1	-38.68581	29.16284	557.19720	1	24.20253	28.82607	558.67480	0.59227	0.44597	0.25346	0.43882	0.44656	0.25486	1	2.72623	1	2.91820	FinalWorkshopInformative.png		
PosterExperimentFinal	37	1	02-16-2023	15:34:55	1332	1	0		1	8143	Stimulus	Picture	1056	687	911	126641	126641750	126652	126652788	21359787391	21376184913	21359798429	1612	15454	1	0.36172	0.76103	1	0.35428	0.75770	-73.31881	90.82784	22.41686	-77.20583	91.84978	22.78883	1	-38.68882	29.16099	557.15369	1	24.19662	28.82389	558.63171	0.59229	0.44597	0.25337	0.43883	0.44655	0.25477	1	2.71150	1	2.90213	FinalWorkshopInformative.png		
PosterExperimentFinal	37	1	02-16-2023	15:34:55	1333	1	0		1	8143	Stimulus	Picture	1060	690	913	126645	126645750	126656	126656432	21359791391	21376188913	21359802073	1613	15455	1	0.36178	0.76700	1	0.35716	0.75633	-73.28965	88.99567	21.75001	-75.69969	92.26899	22.94135	1	-38.69117	29.16219	557.18793	1	24.19822	28.82845	558.66638	0.59229	0.44597	0.25344	0.43883	0.44655	0.25485	1	2.72226	1	2.89296	FinalWorkshopInformative.png		
PosterExperimentFinal	37	1	02-16-2023	15:34:55	1334	1	0		1	8143	Stimulus	Picture	1064	686	916	126649	126649750	126660	126660851	21359795391	21376192913	21359806492	1614	15456	1	0.35969	0.75985	1	0.35538	0.76703	-74.37780	91.18921	22.54836	-76.63190	88.98624	21.74657	1	-38.69096	29.16055	557.15314	1	24.19944	28.83510	558.65717	0.59229	0.44597	0.25337	0.43882	0.44653	0.25483	1	2.72421	1	2.92506	FinalWorkshopInformative.png		
PosterExperimentFinal	37	1	02-16-2023	15:34:55	1335	1	0		1	8143	Stimulus	Picture	1068	690	923	126653	126653750	126664	126664975	21359799391	21376196913	21359810616	1615	15457	1	0.36168	0.77531	1	0.35745	0.76431	-73.33849	86.44559	20.82181	-75.55132	89.82155	22.05060	1	-38.69955	29.16686	557.18726	1	24.19561	28.83334	558.63184	0.59231	0.44596	0.25344	0.43883	0.44653	0.25477	1	2.77223	1	2.94234	FinalWorkshopInformative.png		
PosterExperimentFinal	37	1	02-16-2023	15:34:55	1336	1	0		1	8143	Stimulus	Picture	1072	692	921	126657	126657751	126668	126668952	21359803391	21376200913	21359814592	1616	15458	1	0.36207	0.77143	1	0.35936	0.76497	-73.13422	87.63602	21.25514	-74.55104	89.61761	21.97637	1	-38.70182	29.16776	557.18671	1	24.19606	28.83588	558.66644	0.59231	0.44595	0.25344	0.43883	0.44653	0.25485	1	2.73891	1	2.89458	FinalWorkshopInformative.png		
PosterExperimentFinal	37	1	02-16-2023	15:34:55	1337	1	0		1	8143	Stimulus	Picture	1076	692	912	126661	126661751	126672	126672828	21359807391	21376204913	21359818468	1617	15459	1	0.36362	0.76154	1	0.35744	0.75903	-72.32604	90.67239	22.36022	-75.55654	91.44122	22.64005	1	-38.70153	29.16608	557.16858	1	24.19491	28.83576	558.66663	0.59231	0.44596	0.25340	0.43884	0.44653	0.25485	1	2.71306	1	2.88800	FinalWorkshopInformative.png		
PosterExperimentFinal	37	1	02-16-2023	15:34:55	1338	1	0		1	8143	Stimulus	Picture	1080	689	916	126665	126665750	126676	126676929	21359811391	21376208913	21359822570	1618	15460	1	0.36142	0.76920	1	0.35676	0.75837	-73.47443	88.32007	21.50407	-75.90760	91.64465	22.71415	1	-38.70831	29.17426	557.21210	1	24.19323	28.83132	558.64929	0.59232	0.44594	0.25350	0.43884	0.44654	0.25481	1	2.70758	1	2.90410	FinalWorkshopInformative.png		
PosterExperimentFinal	37	1	02-16-2023	15:34:55	1339	1	0		1	8143	Stimulus	Picture	1084	690	915	126669	126669750	126680	126680954	21359815391	21376212913	21359826595	1619	15461	1	0.36260	0.76571	1	0.35680	0.76051	-72.85955	89.39300	21.89463	-75.89148	90.98661	22.47466	1	-38.71037	29.17241	557.20300	1	24.19669	28.83117	558.63171	0.59233	0.44595	0.25348	0.43883	0.44654	0.25477	1	2.73222	1	2.91475	FinalWorkshopInformative.png		
PosterExperimentFinal	37	1	02-16-2023	15:34:55	1340	1	0		1	8143	Stimulus	Picture	1088	690	912	126673	126673750	126684	126684415	21359819391	21376216913	21359830056	1620	15462	1	0.35981	0.76263	1	0.35899	0.75896	-74.31480	90.33529	22.23756	-74.74648	91.46284	22.64799	1	-38.70700	29.17074	557.17719	1	24.19567	28.83052	558.63208	0.59233	0.44595	0.25342	0.43883	0.44654	0.25477	1	2.71532	1	2.90411	FinalWorkshopInformative.png		
PosterExperimentFinal	37	1	02-16-2023	15:34:55	1341	1	0		1	8143	Stimulus	Picture	1092	693	913	126677	126677750	126688	126688806	21359823391	21376220913	21359834447	1621	15463	1	0.36553	0.76504	1	0.35634	0.75830	-71.32691	89.59841	21.96937	-76.12875	91.66595	22.72189	1	-38.71173	29.17881	557.21173	1	24.19822	28.83471	558.67493	0.59233	0.44593	0.25350	0.43883	0.44654	0.25487	1	2.72144	1	2.90419	FinalWorkshopInformative.png		
PosterExperimentFinal	37	1	02-16-2023	15:34:55	1342	1	0		1	8143	Stimulus	Picture	1096	689	922	126681	126681751	126692	126692867	21359827391	21376224913	21359838507	1622	15464	1	0.36137	0.77454	1	0.35645	0.76257	-73.50208	86.68327	20.90836	-76.07007	90.35410	22.24442	1	-38.71156	29.18352	557.19427	1	24.19386	28.83540	558.61469	0.59233	0.44592	0.25346	0.43883	0.44652	0.25473	1	2.74539	1	2.92332	FinalWorkshopInformative.png		
PosterExperimentFinal	37	1	02-16-2023	15:34:55	1343	1	0		1	8143	Stimulus	Picture	1100	689	915	126685	126685750	126696	126696828	21359831391	21376228913	21359842469	1623	15465	1	0.36138	0.76440	1	0.35639	0.76071	-73.49696	89.79354	22.04041	-76.10101	90.92625	22.45267	1	-38.71239	29.18884	557.17590	1	24.19473	28.83828	558.62323	0.59234	0.44590	0.25342	0.43883	0.44652	0.25475	1	2.74706	1	2.93069	FinalWorkshopInformative.png		
PosterExperimentFinal	37	1	02-16-2023	15:34:55	1344	1	0		1	8143	Stimulus	Picture	1104	688	927	126689	126689751	126700	126700930	21359835391	21376232913	21359846570	1624	15466	1	0.36371	0.77985	1	0.35340	0.76646	-72.27964	85.05248	20.31479	-77.66586	89.16167	21.81045	1	-38.71262	29.20171	557.19421	1	24.19675	28.84698	558.63184	0.59234	0.44587	0.25347	0.43883	0.44650	0.25477	1	2.75586	1	2.91196	FinalWorkshopInformative.png		
PosterExperimentFinal	37	1	02-16-2023	15:34:55	1345	1	0		1	8143	Stimulus	Picture	1108	691	918	126693	126693751	126704	126704870	21359839391	21376236913	21359850510	1625	15467	1	0.36335	0.76891	1	0.35741	0.76157	-72.47026	88.41129	21.53725	-75.56934	90.66035	22.35587	1	-38.69307	29.21949	557.13629	1	24.21269	28.85688	558.58752	0.59230	0.44582	0.25334	0.43878	0.44647	0.25468	1	2.73355	1	2.93538	FinalWorkshopInformative.png		
PosterExperimentFinal	37	1	02-16-2023	15:34:55	1346	1	0		1	8143	Stimulus	Picture	1112	702	905	126697	126697751	126708	126708914	21359843391	21376240913	21359854554	1626	15468	1	0.37041	0.75651	1	0.36139	0.75228	-68.77797	92.21317	22.92100	-73.49378	93.51070	23.39330	1	-38.64801	29.25189	557.08044	1	24.25627	28.88480	558.56750	0.59220	0.44574	0.25322	0.43867	0.44640	0.25465	1	2.72766	1	2.90685	FinalWorkshopInformative.png		
PosterExperimentFinal	37	1	02-16-2023	15:34:55	1347	1	0		1	8143	Stimulus	Picture	1116	733	877	126701	126701750	126712	126712952	21359847391	21376244913	21359858593	1627	15469	1	0.38323	0.73355	1	0.38112	0.72944	-62.08566	99.25689	25.48475	-63.18792	100.52004	25.94452	1	-38.59563	29.30147	557.20734	1	24.34330	28.93400	558.74323	0.59205	0.44564	0.25349	0.43848	0.44631	0.25504	1	2.73279	1	2.92723	FinalWorkshopInformative.png		
PosterExperimentFinal	37	1	02-16-2023	15:34:55	1348	1	0		1	8143	Stimulus	Picture	1120	778	837	126705	126705750	126716	126716930	21359851391	21376248913	21359862571	1628	15470	1	0.40491	0.69421	1	0.40624	0.70093	-50.75855	111.32676	29.87786	-50.06185	109.26555	29.12758	1	-38.49864	29.35744	557.17548	1	24.41228	28.96715	558.64325	0.59182	0.44550	0.25342	0.43830	0.44621	0.25484	1	2.69716	1	2.90973	FinalWorkshopInformative.png		
